,NIC_PT,NAME,NUI_PT,YEAR,AGECAT,SEXCAT,state
4076,1073798,South Carolina,67060,2019,4,0,45
4080,624957,South Dakota,85613,2019,0,0,46
4081,315896,South Dakota,46780,2019,0,1,46
4082,309061,South Dakota,38833,2019,0,2,46
4083,428161,South Dakota,69945,2019,1,0,46
4084,214592,South Dakota,39025,2019,1,1,46
4085,213569,South Dakota,30920,2019,1,2,46
4092,204820,South Dakota,17061,2019,4,0,46
4096,4873399,Tennessee,669850,2019,0,0,47
4097,2366514,Tennessee,370301,2019,0,1,47
4098,2506885,Tennessee,299549,2019,0,2,47
4099,3466283,Tennessee,600009,2019,1,0,47
4100,1646104,Tennessee,336396,2019,1,1,47
4101,1820179,Tennessee,263613,2019,1,2,47
4108,1475793,Tennessee,76835,2019,4,0,47
4112,19537106,Texas,5114881,2019,0,0,48
4113,9655882,Texas,2654929,2019,0,1,48
4114,9881224,Texas,2459952,2019,0,2,48
4115,13147726,Texas,4230735,2019,1,0,48
4116,6393719,Texas,2206268,2019,1,1,48
4117,6754007,Texas,2024467,2019,1,2,48
4124,6681179,Texas,969572,2019,4,0,48
4128,2498610,Utah,298395,2019,0,0,49
4129,1261602,Utah,157393,2019,0,1,49
4130,1237008,Utah,141002,2019,0,2,49
4131,1652172,Utah,227070,2019,1,0,49
4132,827934,Utah,119552,2019,1,1,49
4133,824238,Utah,107518,2019,1,2,49
4140,884281,Utah,77914,2019,4,0,49
4144,450705,Vermont,27121,2019,0,0,50
4145,223458,Vermont,15876,2019,0,1,50
4146,227247,Vermont,11245,2019,0,2,50
4147,341251,Vermont,25150,2019,1,0,50
4148,167042,Vermont,14915,2019,1,1,50
4149,174209,Vermont,10235,2019,1,2,50
4156,115318,Vermont,2198,2019,4,0,50
4160,6312829,Virginia,640265,2019,0,0,51
4161,3096718,Virginia,354188,2019,0,1,51
4162,3216111,Virginia,286077,2019,0,2,51
4163,4570533,Virginia,555669,2019,1,0,51
4164,2205713,Virginia,311181,2019,1,1,51
4165,2364820,Virginia,244488,2019,1,2,51
4172,1826009,Virginia,93757,2019,4,0,51
4176,5805919,Washington,487573,2019,0,0,53
4177,2911658,Washington,274152,2019,0,1,53
4178,2894261,Washington,213421,2019,0,2,53
4179,4215837,Washington,438763,2019,1,0,53
4180,2098666,Washington,248226,2019,1,1,53
4181,2117171,Washington,190537,2019,1,2,53
4188,1665955,Washington,53726,2019,4,0,53
4192,1271609,West Virginia,112089,2019,0,0,54
4193,630099,West Virginia,64099,2019,0,1,54
4194,641510,West Virginia,47990,2019,0,2,54
4195,931882,West Virginia,101738,2019,1,0,54
4196,455728,West Virginia,58810,2019,1,1,54
4197,476154,West Virginia,42928,2019,1,2,54
4204,356620,West Virginia,11428,2019,4,0,54
4208,4366111,Wisconsin,320719,2019,0,0,55
4209,2174640,Wisconsin,185489,2019,0,1,55
4210,2191471,Wisconsin,135230,2019,0,2,55
4211,3171197,Wisconsin,274812,2019,1,0,55
4212,1562782,Wisconsin,162915,2019,1,1,55
4213,1608415,Wisconsin,111897,2019,1,2,55
4220,1255589,Wisconsin,50060,2019,4,0,55
4224,399645,Wyoming,69044,2019,0,0,56
4225,203976,Wyoming,36064,2019,0,1,56
4226,195669,Wyoming,32980,2019,0,2,56
4227,282542,Wyoming,54899,2019,1,0,56
4228,143256,Wyoming,29138,2019,1,1,56
4229,139286,Wyoming,25761,2019,1,2,56
4236,122155,Wyoming,15199,2019,4,0,56
4240,3437796,Alabama,460936,2020,0,0,01
4241,1657894,Alabama,253092,2020,0,1,01
4242,1779902,Alabama,207844,2020,0,2,01
4243,2424477,Alabama,424832,2020,1,0,01
4244,1142944,Alabama,232654,2020,1,1,01
4245,1281533,Alabama,192178,2020,1,2,01
4252,1060003,Alabama,39891,2020,4,0,01
4256,550916,Alaska,82020,2020,0,0,02
4257,281055,Alaska,47594,2020,0,1,02
4258,269861,Alaska,34426,2020,0,2,02
4259,385755,Alaska,67041,2020,1,0,02
4260,196717,Alaska,39420,2020,1,1,02
4261,189038,Alaska,27621,2020,1,2,02
4268,171872,Alaska,16251,2020,4,0,02
4272,5121288,Arizona,798490,2020,0,0,04
4273,2526269,Arizona,434739,2020,0,1,04
4274,2595019,Arizona,363751,2020,0,2,04
4275,3643694,Arizona,654953,2020,1,0,04
4276,1772656,Arizona,362126,2020,1,1,04
4277,1871038,Arizona,292827,2020,1,2,04
4284,1544673,Arizona,158079,2020,4,0,04
4288,2163768,Arkansas,244865,2020,0,0,05
4289,1058655,Arkansas,136048,2020,0,1,05
4290,1105113,Arkansas,108817,2020,0,2,05
4291,1512266,Arkansas,217706,2020,1,0,05
4292,725611,Arkansas,121893,2020,1,1,05
4293,786655,Arkansas,95813,2020,1,2,05
4300,681004,Arkansas,29890,2020,4,0,05
4304,30371373,California,2702033,2020,0,0,06
4305,15105733,California,1520990,2020,0,1,06
4306,15265640,California,1181043,2020,0,2,06
4307,21908435,California,2421724,2020,1,0,06
4308,10775438,California,1382196,2020,1,1,06
4309,11132997,California,1039528,2020,1,2,06
4316,8862952,California,311567,2020,4,0,06
4320,4360494,Colorado,478483,2020,0,0,08
4321,2185720,Colorado,273282,2020,0,1,08
4322,2174774,Colorado,205201,2020,0,2,08
4323,3189170,Colorado,415646,2020,1,0,08
4324,1589036,Colorado,239720,2020,1,1,08
4325,1600134,Colorado,175926,2020,1,2,08
4332,1224463,Colorado,69324,2020,4,0,08
4336,2675465,Connecticut,153667,2020,0,0,09
4337,1318520,Connecticut,86420,2020,0,1,09
4338,1356945,Connecticut,67247,2020,0,2,09
4339,1984854,Connecticut,135048,2020,1,0,09
4340,967420,Connecticut,76284,2020,1,1,09
4341,1017434,Connecticut,58764,2020,1,2,09
4348,726571,Connecticut,20825,2020,4,0,09
4352,704522,Delaware,57517,2020,0,0,10
4353,340199,Delaware,32705,2020,0,1,10
4354,364323,Delaware,24812,2020,0,2,10
4355,512035,Delaware,51347,2020,1,0,10
4356,242592,Delaware,29364,2020,1,1,10
4357,269443,Delaware,21983,2020,1,2,10
4364,201484,Delaware,6776,2020,4,0,10
4368,562308,District of Columbia,21648,2020,0,0,11
4369,270302,District of Columbia,12178,2020,0,1,11
4370,292006,District of Columbia,9470,2020,0,2,11
4371,440158,District of Columbia,19751,2020,1,0,11
4372,208130,District of Columbia,11209,2020,1,1,11
4373,232028,District of Columbia,8542,2020,1,2,11
4380,126468,District of Columbia,2061,2020,4,0,11
4384,14054028,Florida,2576265,2020,0,0,12
4385,6836335,Florida,1392695,2020,0,1,12
4386,7217693,Florida,1183570,2020,0,2,12
4387,10191897,Florida,2305172,2020,1,0,12
4388,4867302,Florida,1251889,2020,1,1,12
4389,5324595,Florida,1053283,2020,1,2,12
4396,4037621,Florida,301741,2020,4,0,12
4400,7431444,Georgia,1343754,2020,0,0,13
4401,3592004,Georgia,701014,2020,0,1,13
4402,3839440,Georgia,642740,2020,0,2,13
4403,5190108,Georgia,1170773,2020,1,0,13
4404,2449762,Georgia,613456,2020,1,1,13
4405,2740346,Georgia,557317,2020,1,2,13
4412,2343805,Georgia,189945,2020,4,0,13
4416,1099356,Hawaii,54122,2020,0,0,15
4417,552783,Hawaii,29710,2020,0,1,15
4418,546573,Hawaii,24412,2020,0,2,15
4419,802045,Hawaii,45566,2020,1,0,15
4420,399469,Hawaii,25504,2020,1,1,15
4421,402576,Hawaii,20062,2020,1,2,15
4428,309730,Hawaii,9314,2020,4,0,15
4432,1328441,Idaho,166803,2020,0,0,16
4433,661655,Idaho,92577,2020,0,1,16
4434,666786,Idaho,74226,2020,0,2,16
4435,910604,Idaho,140638,2020,1,0,16
4436,448335,Idaho,78627,2020,1,1,16
4437,462269,Idaho,62011,2020,1,2,16
4444,436779,Idaho,28490,2020,4,0,16
4448,9390439,Illinois,857511,2020,0,0,17
4449,4631584,Illinois,481028,2020,0,1,17
4450,4758855,Illinois,376483,2020,0,2,17
4451,6740953,Illinois,783074,2020,1,0,17
4452,3278711,Illinois,443271,2020,1,1,17
4453,3462242,Illinois,339803,2020,1,2,17
4460,2776971,Illinois,83345,2020,4,0,17
4464,4970159,Indiana,489880,2020,0,0,18
4465,2458488,Indiana,272715,2020,0,1,18
4466,2511671,Indiana,217165,2020,0,2,18
4467,3536237,Indiana,399539,2020,1,0,18
4468,1726197,Indiana,224819,2020,1,1,18
4469,1810040,Indiana,174720,2020,1,2,18
4476,1499934,Indiana,97360,2020,4,0,18
4480,2379131,Iowa,145071,2020,0,0,19
4481,1194291,Iowa,83690,2020,0,1,19
4482,1184840,Iowa,61381,2020,0,2,19
4483,1686091,Iowa,127507,2020,1,0,19
4484,840450,Iowa,74691,2020,1,1,19
4485,845641,Iowa,52816,2020,1,2,19
4492,724753,Iowa,19101,2020,4,0,19
4496,2119740,Kansas,244212,2020,0,0,20
4497,1057814,Kansas,133098,2020,0,1,20
4498,1061926,Kansas,111114,2020,0,2,20
4499,1468917,Kansas,210230,2020,1,0,20
4500,725572,Kansas,115004,2020,1,1,20
4501,743345,Kansas,95226,2020,1,2,20
4508,680020,Kansas,37071,2020,4,0,20
4512,3332634,Kentucky,247848,2020,0,0,21
4513,1641885,Kentucky,143260,2020,0,1,21
4514,1690749,Kentucky,104588,2020,0,2,21
4515,2400126,Kentucky,207717,2020,1,0,21
4516,1165542,Kentucky,121274,2020,1,1,21
4517,1234584,Kentucky,86443,2020,1,2,21
4524,975017,Kentucky,43434,2020,4,0,21
4528,3355941,Louisiana,357209,2020,0,0,22
4529,1615130,Louisiana,204676,2020,0,1,22
4530,1740811,Louisiana,152533,2020,0,2,22
4531,2357769,Louisiana,316121,2020,1,0,22
4532,1105692,Louisiana,183974,2020,1,1,22
4533,1252077,Louisiana,132147,2020,1,2,22
4540,1042546,Louisiana,45271,2020,4,0,22
4544,934431,Maine,95295,2020,0,0,23
4545,456322,Maine,55632,2020,0,1,23
4546,478109,Maine,39663,2020,0,2,23
4547,705987,Maine,82189,2020,1,0,23
4548,340220,Maine,48225,2020,1,1,23
4549,365767,Maine,33964,2020,1,2,23
4556,239470,Maine,14238,2020,4,0,23
4560,4587884,Maryland,329104,2020,0,0,24
4561,2230080,Maryland,184244,2020,0,1,24
4562,2357804,Maryland,144860,2020,0,2,24
4563,3331124,Maryland,286420,2020,1,0,24
4564,1589872,Maryland,161338,2020,1,1,24
4565,1741252,Maryland,125082,2020,1,2,24
4572,1314103,Maryland,46846,2020,4,0,24
4576,5345621,Massachusetts,174212,2020,0,0,25
4577,2631989,Massachusetts,103375,2020,0,1,25
4578,2713632,Massachusetts,70837,2020,0,2,25
4579,4042015,Massachusetts,152349,2020,1,0,25
4580,1966579,Massachusetts,91559,2020,1,1,25
4581,2075436,Massachusetts,60790,2020,1,2,25
4588,1370035,Massachusetts,24273,2020,4,0,25
4592,7444687,Michigan,509720,2020,0,0,26
4593,3677632,Michigan,297052,2020,0,1,26
4594,3767055,Michigan,212668,2020,0,2,26
4595,5425739,Michigan,457691,2020,1,0,26
4596,2645611,Michigan,269896,2020,1,1,26
4597,2780128,Michigan,187795,2020,1,2,26
4604,2118456,Michigan,56993,2020,4,0,26
4608,4358751,Minnesota,274124,2020,0,0,27
4609,2187505,Minnesota,154542,2020,0,1,27
4610,2171246,Minnesota,119582,2020,0,2,27
4611,3120929,Minnesota,230989,2020,1,0,27
4612,1555277,Minnesota,133374,2020,1,1,27
4613,1565652,Minnesota,97615,2020,1,2,27
4620,1293200,Minnesota,46870,2020,4,0,27
4624,2014948,Mississippi,326518,2020,0,0,28
4625,961829,Mississippi,179857,2020,0,1,28
4626,1053119,Mississippi,146661,2020,0,2,28
4627,1386308,Mississippi,293560,2020,1,0,28
4628,641650,Mississippi,162934,2020,1,1,28
4629,744658,Mississippi,130626,2020,1,2,28
4636,656979,Mississippi,36349,2020,4,0,28
4640,4312293,Missouri,597591,2020,0,0,29
4641,2116289,Missouri,327492,2020,0,1,29
4642,2196004,Missouri,270099,2020,0,2,29
4643,3065490,Missouri,511265,2020,1,0,29
4644,1479635,Missouri,281919,2020,1,1,29
4645,1585855,Missouri,229346,2020,1,2,29
4652,1302483,Missouri,93259,2020,4,0,29
4656,760162,Montana,91998,2020,0,0,30
4657,380558,Montana,51527,2020,0,1,30
4658,379604,Montana,40471,2020,0,2,30
4659,550354,Montana,75909,2020,1,0,30
4660,272980,Montana,43073,2020,1,1,30
4661,277374,Montana,32836,2020,1,2,30
4668,218917,Montana,17456,2020,4,0,30
4672,1427468,Nebraska,149628,2020,0,0,31
4673,718804,Nebraska,80625,2020,0,1,31
4674,708664,Nebraska,69003,2020,0,2,31
4675,985471,Nebraska,126212,2020,1,0,31
4676,492590,Nebraska,68529,2020,1,1,31
4677,492881,Nebraska,57683,2020,1,2,31
4684,461013,Nebraska,25545,2020,4,0,31
4688,2233064,Nevada,357885,2020,0,0,32
4689,1112213,Nevada,192936,2020,0,1,32
4690,1120851,Nevada,164949,2020,0,2,32
4691,1598932,Nevada,305713,2020,1,0,32
4692,788463,Nevada,166132,2020,1,1,32
4693,810469,Nevada,139581,2020,1,2,32
4700,661264,Nevada,57609,2020,4,0,32
4704,989440,New Hampshire,84302,2020,0,0,33
4705,491005,New Hampshire,49105,2020,0,1,33
4706,498435,New Hampshire,35197,2020,0,2,33
4707,748154,New Hampshire,76656,2020,1,0,33
4708,367986,New Hampshire,45065,2020,1,1,33
4709,380168,New Hampshire,31591,2020,1,2,33
4716,253589,New Hampshire,8444,2020,4,0,33
4720,6629735,New Jersey,633528,2020,0,0,34
4721,3264027,New Jersey,350519,2020,0,1,34
4722,3365708,New Jersey,283009,2020,0,2,34
4723,4786502,New Jersey,562766,2020,1,0,34
4724,2323352,New Jersey,313931,2020,1,1,34
4725,2463150,New Jersey,248835,2020,1,2,34
4732,1930298,New Jersey,77631,2020,4,0,34
4736,1487825,New Mexico,199846,2020,0,0,35
4737,730854,New Mexico,110598,2020,0,1,35
4738,756971,New Mexico,89248,2020,0,2,35
4739,1046682,New Mexico,174320,2020,1,0,35
4740,506063,New Mexico,97913,2020,1,1,35
4741,540619,New Mexico,76407,2020,1,2,35
4748,462467,New Mexico,28683,2020,4,0,35
4752,14632095,New York,949729,2020,0,0,36
4753,7143546,New York,561140,2020,0,1,36
4754,7488549,New York,388589,2020,0,2,36
4755,10814765,New York,857430,2020,1,0,36
4756,5191741,New York,513023,2020,1,1,36
4757,5623024,New York,344407,2020,1,2,36
4764,3997166,New York,101260,2020,4,0,36
4768,7403759,North Carolina,1078903,2020,0,0,37
4769,3584427,North Carolina,589251,2020,0,1,37
4770,3819332,North Carolina,489652,2020,0,2,37
4771,5272580,North Carolina,964697,2020,1,0,37
4772,2497820,North Carolina,530663,2020,1,1,37
4773,2774760,North Carolina,434034,2020,1,2,37
4780,2229953,North Carolina,125097,2020,4,0,37
4784,576096,North Dakota,51605,2020,0,0,38
4785,295995,North Dakota,29723,2020,0,1,38
4786,280101,North Dakota,21882,2020,0,2,38
4787,407361,North Dakota,40715,2020,1,0,38
4788,209509,North Dakota,24358,2020,1,1,38
4789,197852,North Dakota,16357,2020,1,2,38
4796,175168,North Dakota,11697,2020,4,0,38
4800,8561222,Ohio,752347,2020,0,0,39
4801,4214501,Ohio,426672,2020,0,1,39
4802,4346721,Ohio,325675,2020,0,2,39
4803,6172189,Ohio,638678,2020,1,0,39
4804,2992839,Ohio,369782,2020,1,1,39
4805,3179350,Ohio,268896,2020,1,2,39
4812,2500629,Ohio,123597,2020,4,0,39
4816,2669024,Oklahoma,588744,2020,0,0,40
4817,1312631,Oklahoma,314950,2020,0,1,40
4818,1356393,Oklahoma,273794,2020,0,2,40
4819,1811166,Oklahoma,502014,2020,1,0,40
4820,874565,Oklahoma,270234,2020,1,1,40
4821,936601,Oklahoma,231780,2020,1,2,40
4828,894575,Oklahoma,95004,2020,4,0,40
4832,3133354,Oregon,271867,2020,0,0,41
4833,1556522,Oregon,153258,2020,0,1,41
4834,1576832,Oregon,118609,2020,0,2,41
4835,2313271,Oregon,243722,2020,1,0,41
4836,1136023,Oregon,138840,2020,1,1,41
4837,1177248,Oregon,104882,2020,1,2,41
4844,858589,Oregon,30692,2020,4,0,41
4848,9224079,Pennsylvania,771230,2020,0,0,42
4849,4562952,Pennsylvania,422660,2020,0,1,42
4850,4661127,Pennsylvania,348570,2020,0,2,42
4851,6811934,Pennsylvania,622855,2020,1,0,42
4852,3327453,Pennsylvania,348724,2020,1,1,42
4853,3484481,Pennsylvania,274131,2020,1,2,42
4860,2526167,Pennsylvania,158703,2020,4,0,42
4864,794088,Rhode Island,38101,2020,0,0,44
4865,392200,Rhode Island,22003,2020,0,1,44
4866,401888,Rhode Island,16098,2020,0,2,44
4867,601211,Rhode Island,32456,2020,1,0,44
4868,293546,Rhode Island,19039,2020,1,1,44
4869,307665,Rhode Island,13417,2020,1,2,44
4876,202585,Rhode Island,6221,2020,4,0,44
4880,3552239,South Carolina,521660,2020,0,0,45
4881,1702620,South Carolina,287019,2020,0,1,45
4882,1849619,South Carolina,234641,2020,0,2,45
4883,2532999,South Carolina,462357,2020,1,0,45
4884,1184578,South Carolina,256035,2020,1,1,45
4885,1348421,South Carolina,206322,2020,1,2,45
4892,1065261,South Carolina,64719,2020,4,0,45
4896,635170,South Dakota,82995,2020,0,0,46
4897,318916,South Dakota,47136,2020,0,1,46
4898,316254,South Dakota,35859,2020,0,2,46
4899,432789,South Dakota,69745,2020,1,0,46
4900,215129,South Dakota,40447,2020,1,1,46
4901,217660,South Dakota,29298,2020,1,2,46
4908,210580,South Dakota,14289,2020,4,0,46
4912,4856851,Tennessee,674659,2020,0,0,47
4913,2354079,Tennessee,377210,2020,0,1,47
4914,2502772,Tennessee,297449,2020,0,2,47
4915,3471637,Tennessee,590250,2020,1,0,47
4916,1646483,Tennessee,334507,2020,1,1,47
4917,1825154,Tennessee,255743,2020,1,2,47
4924,1447261,Tennessee,92098,2020,4,0,47
4928,19912618,Texas,4939035,2020,0,0,48
4929,9839827,Texas,2577407,2020,0,1,48
4930,10072791,Texas,2361628,2020,0,2,48
4931,13416775,Texas,4138587,2020,1,0,48
4932,6531583,Texas,2164195,2020,1,1,48
4933,6885192,Texas,1974392,2020,1,2,48
4940,6765931,Texas,883727,2020,4,0,48
4944,2556652,Utah,275403,2020,0,0,49
4945,1285873,Utah,151634,2020,0,1,49
4946,1270779,Utah,123769,2020,0,2,49
4947,1702271,Utah,212318,2020,1,0,49
4948,847493,Utah,119420,2020,1,1,49
4949,854778,Utah,92898,2020,1,2,49
4956,891284,Utah,68882,2020,4,0,49
4960,450565,Vermont,23358,2020,0,0,50
4961,223792,Vermont,13507,2020,0,1,50
4962,226773,Vermont,9851,2020,0,2,50
4963,340977,Vermont,22217,2020,1,0,50
4964,167348,Vermont,12890,2020,1,1,50
4965,173629,Vermont,9327,2020,1,2,50
4972,115117,Vermont,1251,2020,4,0,50
4976,6359959,Virginia,595215,2020,0,0,51
4977,3116955,Virginia,336579,2020,0,1,51
4978,3243004,Virginia,258636,2020,0,2,51
4979,4607188,Virginia,518054,2020,1,0,51
4980,2222859,Virginia,295017,2020,1,1,51
4981,2384329,Virginia,223037,2020,1,2,51
4988,1832584,Virginia,84392,2020,4,0,51
4992,5918114,Washington,473502,2020,0,0,53
4993,2971628,Washington,266425,2020,0,1,53
4994,2946486,Washington,207077,2020,0,2,53
4995,4309089,Washington,425014,2020,1,0,53
4996,2148806,Washington,241703,2020,1,1,53
4997,2160283,Washington,183311,2020,1,2,53
5004,1679995,Washington,53316,2020,4,0,53
5008,1252680,West Virginia,115342,2020,0,0,54
5009,622209,West Virginia,64637,2020,0,1,54
5010,630471,West Virginia,50705,2020,0,2,54
5011,916831,West Virginia,104799,2020,1,0,54
5012,449809,West Virginia,59404,2020,1,1,54
5013,467022,West Virginia,45395,2020,1,2,54
5020,351769,West Virginia,11581,2020,4,0,54
5024,4346962,Wisconsin,319289,2020,0,0,55
5025,2168835,Wisconsin,182226,2020,0,1,55
5026,2178127,Wisconsin,137063,2020,0,2,55
5027,3166712,Wisconsin,266517,2020,1,0,55
5028,1566005,Wisconsin,154677,2020,1,1,55
5029,1600707,Wisconsin,111840,2020,1,2,55
5036,1236370,Wisconsin,57272,2020,4,0,55
5040,402208,Wyoming,66149,2020,0,0,56
5041,203113,Wyoming,37029,2020,0,1,56
5042,199095,Wyoming,29120,2020,0,2,56
5043,281507,Wyoming,55957,2020,1,0,56
5044,141297,Wyoming,31574,2020,1,1,56
5045,140210,Wyoming,24383,2020,1,2,56
5052,125775,Wyoming,10985,2020,4,0,56
5056,3548525,Alabama,469887,2021,0,0,01
5057,1727646,Alabama,251278,2021,0,1,01
5058,1820879,Alabama,218609,2021,0,2,01
5059,2495829,Alabama,427677,2021,1,0,01
5060,1188828,Alabama,230071,2021,1,1,01
5061,1307001,Alabama,197606,2021,1,2,01
5068,1102405,Alabama,47300,2021,4,0,01
5072,530325,Alaska,80538,2021,0,0,02
5073,273452,Alaska,46221,2021,0,1,02
5074,256873,Alaska,34317,2021,0,2,02
5075,371665,Alaska,66604,2021,1,0,02
5076,191596,Alaska,39052,2021,1,1,02
5077,180069,Alaska,27552,2021,1,2,02
5084,165583,Alaska,15076,2021,4,0,02
5088,5016330,Arizona,758331,2021,0,0,04
5089,2485621,Arizona,421156,2021,0,1,04
5090,2530709,Arizona,337175,2021,0,2,04
5091,3569415,Arizona,628134,2021,1,0,04
5092,1744493,Arizona,355225,2021,1,1,04
5093,1824922,Arizona,272909,2021,1,2,04
5100,1517793,Arizona,142227,2021,4,0,04
5104,2158741,Arkansas,268334,2021,0,0,05
5105,1059823,Arkansas,150542,2021,0,1,05
5106,1098918,Arkansas,117792,2021,0,2,05
5107,1507064,Arkansas,230748,2021,1,0,05
5108,725006,Arkansas,131438,2021,1,1,05
5109,782058,Arkansas,99310,2021,1,2,05
5116,681936,Arkansas,41608,2021,4,0,05
5120,30088120,California,2640001,2021,0,0,06
5121,15022860,California,1511487,2021,0,1,06
5122,15065260,California,1128514,2021,0,2,06
5123,21711624,California,2367542,2021,1,0,06
5124,10728059,California,1369486,2021,1,1,06
5125,10983565,California,998056,2021,1,2,06
5132,8792796,California,308107,2021,4,0,06
5136,4406138,Colorado,452402,2021,0,0,08
5137,2222721,Colorado,259085,2021,0,1,08
5138,2183417,Colorado,193317,2021,0,2,08
5139,3228229,Colorado,396402,2021,1,0,08
5140,1618140,Colorado,231194,2021,1,1,08
5141,1610089,Colorado,165208,2021,1,2,08
5148,1236126,Colorado,61429,2021,4,0,08
5152,2702690,Connecticut,172986,2021,0,0,09
5153,1336710,Connecticut,98345,2021,0,1,09
5154,1365980,Connecticut,74641,2021,0,2,09
5155,1997460,Connecticut,157719,2021,1,0,09
5156,976809,Connecticut,90334,2021,1,1,09
5157,1020651,Connecticut,67385,2021,1,2,09
5164,743696,Connecticut,17169,2021,4,0,09
5168,724470,Delaware,53437,2021,0,0,10
5169,353696,Delaware,28583,2021,0,1,10
5170,370774,Delaware,24854,2021,0,2,10
5171,527373,Delaware,46364,2021,1,0,10
5172,253219,Delaware,25099,2021,1,1,10
5173,274154,Delaware,21265,2021,1,2,10
5180,206869,Delaware,7695,2021,4,0,10
5184,528101,District of Columbia,20443,2021,0,0,11
5185,254794,District of Columbia,11512,2021,0,1,11
5186,273307,District of Columbia,8931,2021,0,2,11
5187,409202,District of Columbia,17589,2021,1,0,11
5188,194129,District of Columbia,10058,2021,1,1,11
5189,215073,District of Columbia,7531,2021,1,2,11
5196,123169,District of Columbia,3062,2021,4,0,11
5200,14254979,Florida,2534999,2021,0,0,12
5201,6969859,Florida,1383737,2021,0,1,12
5202,7285120,Florida,1151262,2021,0,2,12
5203,10343074,Florida,2240017,2021,1,0,12
5204,4964487,Florida,1235329,2021,1,1,12
