,NIC_PT,NAME,NUI_PT,YEAR,AGECAT,SEXCAT,state
6524,186638,Wyoming,34952,2006,0,2,56
6525,265544,Wyoming,62090,2006,1,0,56
6526,133483,Wyoming,33088,2006,1,1,56
6527,132061,Wyoming,29002,2006,1,2,56
6534,118356,Wyoming,13509,2006,4,0,56
6535,3398728,Alabama,579599,2007,0,0,01
6536,1653033,Alabama,306428,2007,0,1,01
6537,1745694,Alabama,273172,2007,0,2,01
6538,2352865,Alabama,486820,2007,1,0,01
6539,1120511,Alabama,257919,2007,1,1,01
6540,1232355,Alabama,228901,2007,1,2,01
6547,1102291,Alabama,101715,2007,4,0,01
6548,500894,Alaska,120729,2007,0,0,02
6549,255674,Alaska,66961,2007,0,1,02
6550,245220,Alaska,53768,2007,0,2,02
6551,344998,Alaska,98628,2007,1,0,02
6552,175767,Alaska,55772,2007,1,1,02
6553,169232,Alaska,42856,2007,1,2,02
6560,163733,Alaska,24008,2007,4,0,02
6561,4371395,Arizona,1165954,2007,0,0,04
6562,2157747,Arizona,641499,2007,0,1,04
6563,2213648,Arizona,524455,2007,0,2,04
6564,2930333,Arizona,919971,2007,1,0,04
6565,1426168,Arizona,512612,2007,1,1,04
6566,1504165,Arizona,407359,2007,1,2,04
6573,1504938,Arizona,266130,2007,4,0,04
6574,1931902,Arkansas,479294,2007,0,0,05
6575,942428,Arkansas,256802,2007,0,1,05
6576,989474,Arkansas,222492,2007,0,2,05
6577,1306630,Arkansas,399470,2007,1,0,05
6578,623667,Arkansas,215701,2007,1,1,05
6579,682963,Arkansas,183769,2007,1,2,05
6586,656048,Arkansas,86732,2007,4,0,05
6587,25603021,California,6465408,2007,0,0,06
6588,12600436,California,3602336,2007,0,1,06
6589,13002586,California,2863071,2007,0,2,06
6590,17483718,California,5362905,2007,1,0,06
6591,8471960,California,3024450,2007,1,1,06
6592,9011757,California,2338455,2007,1,2,06
6599,8567562,California,1210515,2007,4,0,06
6600,3591266,Colorado,787080,2007,0,0,08
6601,1788831,Colorado,438539,2007,0,1,08
6602,1802435,Colorado,348541,2007,0,2,08
6603,2535823,Colorado,636135,2007,1,0,08
6604,1248843,Colorado,362641,2007,1,1,08
6605,1286980,Colorado,273494,2007,1,2,08
6612,1106500,Colorado,161491,2007,4,0,08
6613,2681750,Connecticut,325910,2007,0,0,09
6614,1313036,Connecticut,182936,2007,0,1,09
6615,1368715,Connecticut,142975,2007,0,2,09
6616,1914821,Connecticut,274253,2007,1,0,09
6617,921082,Connecticut,156227,2007,1,1,09
6618,993739,Connecticut,118026,2007,1,2,09
6625,812571,Connecticut,57527,2007,4,0,09
6626,653738,Delaware,92616,2007,0,0,10
6627,316186,Delaware,50209,2007,0,1,10
6628,337552,Delaware,42407,2007,0,2,10
6629,461929,Delaware,76296,2007,1,0,10
6630,218466,Delaware,41697,2007,1,1,10
6631,243463,Delaware,34599,2007,1,2,10
6638,203258,Delaware,18147,2007,4,0,10
6639,456576,District of Columbia,61680,2007,0,0,11
6640,215609,District of Columbia,34281,2007,0,1,11
6641,240967,District of Columbia,27399,2007,0,2,11
6642,350420,District of Columbia,54043,2007,1,0,11
6643,161570,District of Columbia,30302,2007,1,1,11
6644,188850,District of Columbia,23741,2007,1,2,11
6651,114918,District of Columbia,8521,2007,4,0,11
6652,11306112,Florida,3615358,2007,0,0,12
6653,5504265,Florida,1931535,2007,0,1,12
6654,5801846,Florida,1683823,2007,0,2,12
6655,7983956,Florida,2925739,2007,1,0,12
6656,3807714,Florida,1575961,2007,1,1,12
6657,4176243,Florida,1349778,2007,1,2,12
6664,3487879,Florida,750257,2007,4,0,12
6665,6964411,Georgia,1632316,2007,0,0,13
6666,3388924,Georgia,874344,2007,0,1,13
6667,3575487,Georgia,757972,2007,0,2,13
6668,4700694,Georgia,1315970,2007,1,0,13
6669,2236533,Georgia,708807,2007,1,1,13
6670,2464162,Georgia,607163,2007,1,2,13
6677,2369557,Georgia,341673,2007,4,0,13
6678,977283,Hawaii,96622,2007,0,0,15
6679,493760,Hawaii,53740,2007,0,1,15
6680,483524,Hawaii,42882,2007,0,2,15
6681,713462,Hawaii,82057,2007,1,0,15
6682,357578,Hawaii,46168,2007,1,1,15
6683,355884,Hawaii,35889,2007,1,2,15
6690,278661,Hawaii,15993,2007,4,0,15
6691,1095423,Idaho,225232,2007,0,0,16
6692,545805,Idaho,123183,2007,0,1,16
6693,549618,Idaho,102049,2007,0,2,16
6694,727677,Idaho,180923,2007,1,0,16
6695,357596,Idaho,99985,2007,1,1,16
6696,370081,Idaho,80938,2007,1,2,16
6703,385865,Idaho,48168,2007,4,0,16
6704,9572453,Illinois,1670278,2007,0,0,17
6705,4717079,Illinois,926358,2007,0,1,17
6706,4855374,Illinois,743920,2007,0,2,17
6707,6658765,Illinois,1390390,2007,1,0,17
6708,3230694,Illinois,781530,2007,1,1,17
6709,3428070,Illinois,608860,2007,1,2,17
6716,3079576,Illinois,305700,2007,4,0,17
6717,4788956,Indiana,715766,2007,0,0,18
6718,2372773,Indiana,388805,2007,0,1,18
6719,2416183,Indiana,326961,2007,0,2,18
6720,3319282,Indiana,598435,2007,1,0,18
6721,1622066,Indiana,328520,2007,1,1,18
6722,1697216,Indiana,269915,2007,1,2,18
6729,1544890,Indiana,127884,2007,4,0,18
6730,2260811,Iowa,274879,2007,0,0,19
6731,1132751,Iowa,149693,2007,0,1,19
6732,1128060,Iowa,125186,2007,0,2,19
6733,1590550,Iowa,232167,2007,1,0,19
6734,789689,Iowa,127928,2007,1,1,19
6735,800861,Iowa,104240,2007,1,2,19
6742,708349,Iowa,46102,2007,4,0,19
6743,2076998,Kansas,330694,2007,0,0,20
6744,1037456,Kansas,178869,2007,0,1,20
6745,1039543,Kansas,151824,2007,0,2,20
6746,1434971,Kansas,270155,2007,1,0,20
6747,708914,Kansas,148198,2007,1,1,20
6748,726058,Kansas,121957,2007,1,2,20
6755,675108,Kansas,65413,2007,4,0,20
6756,3043340,Kentucky,602995,2007,0,0,21
6757,1500033,Kentucky,311684,2007,0,1,21
6758,1543307,Kentucky,291311,2007,0,2,21
6759,2128819,Kentucky,506710,2007,1,0,21
6760,1031527,Kentucky,263726,2007,1,1,21
6761,1097292,Kentucky,242984,2007,1,2,21
6768,959197,Kentucky,104915,2007,4,0,21
6769,2945050,Louisiana,871231,2007,0,0,22
6770,1415057,Louisiana,457374,2007,0,1,22
6771,1529993,Louisiana,413857,2007,0,2,22
6772,1979248,Louisiana,710844,2007,1,0,22
6773,923346,Louisiana,373601,2007,1,1,22
6774,1055902,Louisiana,337243,2007,1,2,22
6781,1018670,Louisiana,174856,2007,4,0,22
6782,985920,Maine,119750,2007,0,0,23
6783,483097,Maine,66554,2007,0,1,23
6784,502822,Maine,53195,2007,0,2,23
6785,728767,Maine,103452,2007,1,0,23
6786,351278,Maine,58344,2007,1,1,23
6787,377489,Maine,45108,2007,1,2,23
6794,272758,Maine,17751,2007,4,0,23
6795,4217733,Maryland,714982,2007,0,0,24
6796,2034844,Maryland,381675,2007,0,1,24
6797,2182888,Maryland,333307,2007,0,2,24
6798,2983383,Maryland,589134,2007,1,0,24
6799,1404955,Maryland,318273,2007,1,1,24
6800,1578427,Maryland,270861,2007,1,2,24
6807,1310209,Maryland,137294,2007,4,0,24
6808,5163141,Massachusetts,435894,2007,0,0,25
6809,2528689,Massachusetts,246175,2007,0,1,25
6810,2634452,Massachusetts,189719,2007,0,2,25
6811,3787918,Massachusetts,376113,2007,1,0,25
6812,1827351,Massachusetts,215328,2007,1,1,25
6813,1960567,Massachusetts,160785,2007,1,2,25
6820,1466722,Massachusetts,66090,2007,4,0,25
6821,7577395,Michigan,1042613,2007,0,0,26
6822,3737843,Michigan,569020,2007,0,1,26
6823,3839553,Michigan,473592,2007,0,2,26
6824,5331064,Michigan,886805,2007,1,0,26
6825,2590049,Michigan,488730,2007,1,1,26
6826,2741015,Michigan,398075,2007,1,2,26
6833,2377455,Michigan,172411,2007,4,0,26
6834,4109514,Minnesota,436345,2007,0,0,27
6835,2061407,Minnesota,241560,2007,0,1,27
6836,2048107,Minnesota,194785,2007,0,2,27
6837,2926850,Minnesota,360089,2007,1,0,27
6838,1457924,Minnesota,201488,2007,1,1,27
6839,1468927,Minnesota,158602,2007,1,2,27
6846,1247501,Minnesota,81791,2007,4,0,27
6847,2008279,Mississippi,519312,2007,0,0,28
6848,970544,Mississippi,270561,2007,0,1,28
6849,1037735,Mississippi,248752,2007,0,2,28
6850,1330368,Mississippi,418040,2007,1,0,28
6851,625466,Mississippi,217727,2007,1,1,28
6852,704901,Mississippi,200313,2007,1,2,28
6859,710408,Mississippi,111173,2007,4,0,28
6860,4326201,Missouri,716596,2007,0,0,29
6861,2119286,Missouri,385336,2007,0,1,29
6862,2206915,Missouri,331260,2007,0,2,29
6863,3020628,Missouri,595357,2007,1,0,29
6864,1453688,Missouri,322868,2007,1,1,29
6865,1566941,Missouri,272489,2007,1,2,29
6872,1372862,Missouri,131138,2007,4,0,29
6873,662237,Montana,153907,2007,0,0,30
6874,330158,Montana,83415,2007,0,1,30
6875,332079,Montana,70492,2007,0,2,30
6876,469392,Montana,128153,2007,1,0,30
6877,231247,Montana,70335,2007,1,1,30
6878,238145,Montana,57818,2007,1,2,30
6885,202966,Montana,28133,2007,4,0,30
6886,1319705,Nebraska,209111,2007,0,0,31
6887,657215,Nebraska,117193,2007,0,1,31
6888,662490,Nebraska,91918,2007,0,2,31
6889,912541,Nebraska,169746,2007,1,0,31
6890,449271,Nebraska,97038,2007,1,1,31
6891,463270,Nebraska,72707,2007,1,2,31
6898,428701,Nebraska,42513,2007,4,0,31
6899,1804594,Nevada,472055,2007,0,0,32
6900,903690,Nevada,263190,2007,0,1,32
6901,900904,Nevada,208865,2007,0,2,32
6902,1244120,Nevada,370637,2007,1,0,32
6903,617426,Nevada,210306,2007,1,1,32
6904,626694,Nevada,160331,2007,1,2,32
6911,583541,Nevada,109223,2007,4,0,32
6912,1006955,New Hampshire,135552,2007,0,0,33
6913,498489,New Hampshire,74909,2007,0,1,33
6914,508466,New Hampshire,60642,2007,0,2,33
6915,732470,New Hampshire,115530,2007,1,0,33
6916,358121,New Hampshire,64669,2007,1,1,33
6917,374349,New Hampshire,50861,2007,1,2,33
6924,290726,New Hampshire,21973,2007,4,0,33
6925,6268603,New Jersey,1228822,2007,0,0,34
6926,3078438,New Jersey,661935,2007,0,1,34
6927,3190166,New Jersey,566886,2007,0,2,34
6928,4426613,New Jersey,1005205,2007,1,0,34
6929,2136084,New Jersey,548084,2007,1,1,34
6930,2290529,New Jersey,457121,2007,1,2,34
6937,1941456,New Jersey,243223,2007,4,0,34
6938,1240130,New Mexico,450870,2007,0,0,35
6939,600860,New Mexico,239922,2007,0,1,35
6940,639270,New Mexico,210948,2007,0,2,35
6941,832361,New Mexico,363183,2007,1,0,35
6942,394467,New Mexico,195057,2007,1,1,35
6943,437894,New Mexico,168126,2007,1,2,35
6950,428879,New Mexico,94512,2007,4,0,35
6951,14162235,New York,2541757,2007,0,0,36
6952,6854629,New York,1408370,2007,0,1,36
6953,7307606,New York,1133387,2007,0,2,36
6954,10130335,New York,2173245,2007,1,0,36
6955,4802232,New York,1214019,2007,1,1,36
6956,5328103,New York,959226,2007,1,2,36
6963,4293003,New York,405230,2007,4,0,36
6964,6520800,North Carolina,1453309,2007,0,0,37
6965,3168270,North Carolina,784958,2007,0,1,37
6966,3352530,North Carolina,668351,2007,0,2,37
6967,4525857,North Carolina,1185111,2007,1,0,37
6968,2150489,North Carolina,646384,2007,1,1,37
6969,2375369,North Carolina,538727,2007,1,2,37
6976,2094804,North Carolina,292450,2007,4,0,37
6977,468528,North Dakota,71997,2007,0,0,38
6978,236276,North Dakota,41359,2007,0,1,38
6979,232252,North Dakota,30638,2007,0,2,38
6980,336919,North Dakota,60716,2007,1,0,38
6981,169204,North Dakota,35548,2007,1,1,38
6982,167714,North Dakota,25168,2007,1,2,38
6989,139995,North Dakota,12328,2007,4,0,38
6990,8644494,Ohio,1182044,2007,0,0,39
6991,4256493,Ohio,632015,2007,0,1,39
6992,4388001,Ohio,550029,2007,0,2,39
6993,6084026,Ohio,994706,2007,1,0,39
6994,2948810,Ohio,537178,2007,1,1,39
6995,3135216,Ohio,457529,2007,1,2,39
7002,2697138,Ohio,205773,2007,4,0,39
7003,2479408,Oklahoma,598090,2007,0,0,40
7004,1217536,Oklahoma,320003,2007,0,1,40
7005,1261871,Oklahoma,278088,2007,0,2,40
7006,1685443,Oklahoma,491302,2007,1,0,40
7007,810783,Oklahoma,265652,2007,1,1,40
7008,874659,Oklahoma,225650,2007,1,2,40
7015,831174,Oklahoma,115860,2007,4,0,40
7016,2629821,Oregon,608893,2007,0,0,41
7017,1289383,Oregon,339130,2007,0,1,41
7018,1340437,Oregon,269763,2007,0,2,41
7019,1877812,Oregon,501940,2007,1,0,41
7020,906532,Oregon,283563,2007,1,1,41
7021,971281,Oregon,218377,2007,1,2,41
7028,790807,Oregon,116056,2007,4,0,41
7029,9255216,Pennsylvania,1167286,2007,0,0,42
7030,4537819,Pennsylvania,649324,2007,0,1,42
7031,4717397,Pennsylvania,517962,2007,0,2,42
7032,6670599,Pennsylvania,978796,2007,1,0,42
7033,3216550,Pennsylvania,554694,2007,1,1,42
7034,3454049,Pennsylvania,424102,2007,1,2,42
7041,2746342,Pennsylvania,208932,2007,4,0,42
7042,791603,Rhode Island,105801,2007,0,0,44
7043,386837,Rhode Island,58480,2007,0,1,44
7044,404766,Rhode Island,47321,2007,0,2,44
7045,578300,Rhode Island,89941,2007,1,0,44
7046,277727,Rhode Island,50325,2007,1,1,44
7047,300573,Rhode Island,39617,2007,1,2,44
7054,229306,Rhode Island,17670,2007,4,0,44
7055,3129556,South Carolina,694350,2007,0,0,45
7056,1510007,South Carolina,371779,2007,0,1,45
7057,1619549,South Carolina,322570,2007,0,2,45
7058,2174445,South Carolina,568832,2007,1,0,45
7059,1023468,South Carolina,305891,2007,1,1,45
7060,1150977,South Carolina,262942,2007,1,2,45
7067,1006207,South Carolina,137800,2007,4,0,45
7068,583400,South Dakota,91620,2007,0,0,46
7069,292504,South Dakota,49361,2007,0,1,46
7070,290896,South Dakota,42259,2007,0,2,46
7071,404531,South Dakota,74816,2007,1,0,46
7072,200685,South Dakota,41145,2007,1,1,46
7073,203846,South Dakota,33671,2007,1,2,46
7080,187764,South Dakota,18440,2007,4,0,46
7081,4478200,Tennessee,857289,2007,0,0,47
7082,2171368,Tennessee,471206,2007,0,1,47
7083,2306832,Tennessee,386083,2007,0,2,47
7084,3126926,Tennessee,719581,2007,1,0,47
7085,1482481,Tennessee,400307,2007,1,1,47
7086,1644446,Tennessee,319274,2007,1,2,47
7093,1418221,Tennessee,149462,2007,4,0,47
7094,15739550,Texas,5765132,2007,0,0,48
7095,7737893,Texas,3081188,2007,0,1,48
7096,8001657,Texas,2683944,2007,0,2,48
7097,10293410,Texas,4492242,2007,1,0,48
7098,4954509,Texas,2433491,2007,1,1,48
7099,5338901,Texas,2058751,2007,1,2,48
7106,5671380,Texas,1375720,2007,4,0,48
7107,2082765,Utah,388199,2007,0,0,49
7108,1043492,Utah,215381,2007,0,1,49
7109,1039273,Utah,172818,2007,0,2,49
7110,1320472,Utah,298678,2007,1,0,49
7111,651940,Utah,169136,2007,1,1,49
7112,668532,Utah,129542,2007,1,2,49
7119,797398,Utah,97243,2007,4,0,49
7120,471721,Vermont,60093,2007,0,0,50
7121,233487,Vermont,33111,2007,0,1,50
7122,238234,Vermont,26982,2007,0,2,50
7123,350434,Vermont,52016,2007,1,0,50
7124,171253,Vermont,28994,2007,1,1,50
7125,179181,Vermont,23022,2007,1,2,50
7132,129802,Vermont,8821,2007,4,0,50
7133,5720662,Virginia,1014834,2007,0,0,51
7134,2791735,Virginia,545867,2007,0,1,51
7135,2928927,Virginia,468966,2007,0,2,51
7136,4056379,Virginia,838829,2007,1,0,51
7137,1944712,Virginia,455557,2007,1,1,51
7138,2111667,Virginia,383272,2007,1,2,51
7145,1756151,Virginia,194042,2007,4,0,51
7146,4944059,Washington,749936,2007,0,0,53
7147,2455209,Washington,416831,2007,0,1,53
7148,2488851,Washington,333105,2007,0,2,53
7149,3533859,Washington,627245,2007,1,0,53
7150,1734355,Washington,354221,2007,1,1,53
7151,1799504,Washington,273023,2007,1,2,53
7158,1483848,Washington,133086,2007,4,0,53
7159,1254504,West Virginia,251709,2007,0,0,54
7160,619352,West Virginia,134530,2007,0,1,54
7161,635152,West Virginia,117179,2007,0,2,54
7162,902581,West Virginia,218126,2007,1,0,54
7163,439543,West Virginia,117097,2007,1,1,54
7164,463038,West Virginia,101029,2007,1,2,54
7171,371876,West Virginia,36394,2007,4,0,54
7172,4363319,Wisconsin,466930,2007,0,0,55
7173,2176453,Wisconsin,264193,2007,0,1,55
7174,2186865,Wisconsin,202737,2007,0,2,55
7175,3122028,Wisconsin,391976,2007,1,0,55
7176,1543342,Wisconsin,225358,2007,1,1,55
7177,1578686,Wisconsin,166618,2007,1,2,55
7184,1311375,Wisconsin,80863,2007,4,0,55
7185,387893,Wyoming,72186,2007,0,0,56
7186,195979,Wyoming,39505,2007,0,1,56
7187,191914,Wyoming,32681,2007,0,2,56
7188,271790,Wyoming,60102,2007,1,0,56
7189,136159,Wyoming,33240,2007,1,1,56
7190,135631,Wyoming,26862,2007,1,2,56
7197,122052,Wyoming,13072,2007,4,0,56
7198,3314761,Alabama,600542,2008,0,0,01
7199,1613455,Alabama,314329,2008,0,1,01
7200,1701307,Alabama,286214,2008,0,2,01
7201,2295930,Alabama,517746,2008,1,0,01
7202,1094167,Alabama,270037,2008,1,1,01
7203,1201763,Alabama,247709,2008,1,2,01
7210,1072292,Alabama,91222,2008,4,0,01
7211,498724,Alaska,128812,2008,0,0,02
7212,254265,Alaska,70949,2008,0,1,02
7213,244459,Alaska,57863,2008,0,2,02
7214,341366,Alaska,106016,2008,1,0,02
7215,173978,Alaska,58858,2008,1,1,02
7216,167388,Alaska,47158,2008,1,2,02
7223,164316,Alaska,25766,2008,4,0,02
7224,4402663,Arizona,1138508,2008,0,0,04
7225,2166764,Arizona,628696,2008,0,1,04
7226,2235899,Arizona,509812,2008,0,2,04
7227,2972247,Arizona,882342,2008,1,0,04
7228,1436693,Arizona,496787,2008,1,1,04
7229,1535554,Arizona,385555,2008,1,2,04
7236,1495039,Arizona,277285,2008,4,0,04
7237,1910830,Arkansas,472500,2008,0,0,05
7238,942681,Arkansas,240989,2008,0,1,05
7239,968149,Arkansas,231511,2008,0,2,05
7240,1276685,Arkansas,417214,2008,1,0,05
7241,618722,Arkansas,212399,2008,1,1,05
7242,657963,Arkansas,204815,2008,1,2,05
7249,661383,Arkansas,63624,2008,4,0,05
7250,25958883,California,6166623,2008,0,0,06
7251,12800654,California,3404354,2008,0,1,06
7252,13158229,California,2762269,2008,0,2,06
7253,17600001,California,5255972,2008,1,0,06
7254,8527030,California,2934010,2008,1,1,06
7255,9072971,California,2321962,2008,1,2,06
7262,8798182,California,1026575,2008,4,0,06
7263,3555985,Colorado,785439,2008,0,0,08
7264,1774020,Colorado,430351,2008,0,1,08
7265,1781965,Colorado,355088,2008,0,2,08
7266,2521838,Colorado,628328,2008,1,0,08
7267,1243733,Colorado,351400,2008,1,1,08
7268,1278105,Colorado,276928,2008,1,2,08
7275,1080446,Colorado,169064,2008,4,0,08
7276,2643639,Connecticut,298164,2008,0,0,09
7277,1293653,Connecticut,168140,2008,0,1,09
7278,1349986,Connecticut,130023,2008,0,2,09
7279,1879324,Connecticut,260296,2008,1,0,09
7280,902579,Connecticut,148226,2008,1,1,09
7281,976745,Connecticut,112069,2008,1,2,09
7288,802753,Connecticut,43987,2008,4,0,09
7289,645839,Delaware,85208,2008,0,0,10
7290,312280,Delaware,46888,2008,0,1,10
7291,333558,Delaware,38320,2008,0,2,10
7292,458520,Delaware,70063,2008,1,0,10
7293,216479,Delaware,39094,2008,1,1,10
7294,242041,Delaware,30969,2008,1,2,10
7301,197322,Delaware,16471,2008,4,0,10
7302,450753,District of Columbia,42390,2008,0,0,11
7303,214107,District of Columbia,24525,2008,0,1,11
7304,236646,District of Columbia,17865,2008,0,2,11
7305,347280,District of Columbia,37186,2008,1,0,11
7306,161246,District of Columbia,21730,2008,1,1,11
7307,186034,District of Columbia,15456,2008,1,2,11
7314,109537,District of Columbia,5499,2008,4,0,11
7315,11207569,Florida,3581341,2008,0,0,12
7316,5455789,Florida,1899957,2008,0,1,12
7317,5751780,Florida,1681384,2008,0,2,12
7318,7936351,Florida,2928619,2008,1,0,12
7319,3773877,Florida,1570035,2008,1,1,12
7320,4162474,Florida,1358585,2008,1,2,12
7327,3430232,Florida,716325,2008,4,0,12
7328,6755261,Georgia,1700333,2008,0,0,13
7329,3272723,Georgia,915812,2008,0,1,13
7330,3482537,Georgia,784521,2008,0,2,13
7331,4527106,Georgia,1428971,2008,1,0,13
7332,2134608,Georgia,773732,2008,1,1,13
7333,2392499,Georgia,655239,2008,1,2,13
7340,2327052,Georgia,296922,2008,4,0,13
7341,1019478,Hawaii,85490,2008,0,0,15
7342,514406,Hawaii,48717,2008,0,1,15
7343,505072,Hawaii,36773,2008,0,2,15
7344,737497,Hawaii,74376,2008,1,0,15
7345,368580,Hawaii,42701,2008,1,1,15
7346,368917,Hawaii,31675,2008,1,2,15
7353,298238,Hawaii,12091,2008,4,0,15
7354,1061904,Idaho,250615,2008,0,0,16
7355,532314,Idaho,131205,2008,0,1,16
7356,529590,Idaho,119410,2008,0,2,16
7357,704749,Idaho,200632,2008,1,0,16
7358,348568,Idaho,105897,2008,1,1,16
7359,356181,Idaho,94735,2008,1,2,16
7366,374446,Idaho,53783,2008,4,0,16
7367,9521474,Illinois,1542646,2008,0,0,17
7368,4686099,Illinois,860803,2008,0,1,17
7369,4835375,Illinois,681843,2008,0,2,17
7370,6551515,Illinois,1382709,2008,1,0,17
7371,3166804,Illinois,777714,2008,1,1,17
7372,3384711,Illinois,604995,2008,1,2,17
7379,3121782,Illinois,184435,2008,4,0,17
7380,4588117,Indiana,817222,2008,0,0,18
7381,2272747,Indiana,434967,2008,0,1,18
7382,2315370,Indiana,382255,2008,0,2,18
7383,3183146,Indiana,670948,2008,1,0,18
7384,1554296,Indiana,359516,2008,1,1,18
7385,1628850,Indiana,311432,2008,1,2,18
7392,1468507,Indiana,160119,2008,4,0,18
7393,2233944,Iowa,248020,2008,0,0,19
7394,1118775,Iowa,135377,2008,0,1,19
7395,1115169,Iowa,112643,2008,0,2,19
7396,1569707,Iowa,212540,2008,1,0,19
7397,778412,Iowa,117254,2008,1,1,19
7398,791296,Iowa,95286,2008,1,2,19
7405,697371,Iowa,38669,2008,4,0,19
7406,2071771,Kansas,305209,2008,0,0,20
7407,1034865,Kansas,163729,2008,0,1,20
7408,1036906,Kansas,141479,2008,0,2,20
7409,1430374,Kansas,255193,2008,1,0,20
7410,705625,Kansas,138924,2008,1,1,20
7411,724749,Kansas,116270,2008,1,2,20
7418,671589,Kansas,55304,2008,4,0,20
7419,3065919,Kentucky,542705,2008,0,0,21
7420,1500149,Kentucky,290278,2008,0,1,21
7421,1565770,Kentucky,252427,2008,0,2,21
7422,2140075,Kentucky,479558,2008,1,0,21
7423,1027590,Kentucky,256958,2008,1,1,21
7424,1112485,Kentucky,222600,2008,1,2,21
7431,967724,Kentucky,71674,2008,4,0,21
7432,3029762,Louisiana,732996,2008,0,0,22
7433,1469170,Louisiana,375535,2008,0,1,22
7434,1560592,Louisiana,357462,2008,0,2,22
7435,2024303,Louisiana,652757,2008,1,0,22
7436,954057,Louisiana,334327,2008,1,1,22
7437,1070247,Louisiana,318430,2008,1,2,22
7444,1057540,Louisiana,92697,2008,4,0,22
7445,956030,Maine,131753,2008,0,0,23
7446,465212,Maine,74662,2008,0,1,23
7447,490818,Maine,57090,2008,0,2,23
7448,705396,Maine,114232,2008,1,0,23
7449,336602,Maine,65896,2008,1,1,23
7450,368795,Maine,48336,2008,1,2,23
7457,263371,Maine,19850,2008,4,0,23
7458,4240175,Maryland,596241,2008,0,0,24
7459,2043099,Maryland,324468,2008,0,1,24
7460,2197076,Maryland,271773,2008,0,2,24
7461,2989694,Maryland,528891,2008,1,0,24
7462,1406467,Maryland,287653,2008,1,1,24
7463,1583227,Maryland,241238,2008,1,2,24
7470,1319593,Maryland,77185,2008,4,0,24
7471,5216110,Massachusetts,240442,2008,0,0,25
7472,2556282,Massachusetts,149436,2008,0,1,25
7473,2659828,Massachusetts,91006,2008,0,2,25
7474,3827653,Massachusetts,218016,2008,1,0,25
7475,1846956,Massachusetts,137806,2008,1,1,25
7476,1980697,Massachusetts,80209,2008,1,2,25
7483,1465117,Massachusetts,24683,2008,4,0,25
7484,7442154,Michigan,1054990,2008,0,0,26
7485,3649520,Michigan,591122,2008,0,1,26
7486,3792634,Michigan,463867,2008,0,2,26
7487,5207249,Michigan,946118,2008,1,0,26
7488,2504933,Michigan,535426,2008,1,1,26
7489,2702316,Michigan,410692,2008,1,2,26
7496,2353468,Michigan,126395,2008,4,0,26
7497,4056105,Minnesota,423662,2008,0,0,27
7498,2025630,Minnesota,243172,2008,0,1,27
7499,2030475,Minnesota,180491,2008,0,2,27
7500,2887947,Minnesota,352742,2008,1,0,27
7501,1428684,Minnesota,205924,2008,1,1,27
7502,1459262,Minnesota,146818,2008,1,2,27
7509,1224896,Minnesota,78487,2008,4,0,27
7510,1997123,Mississippi,479108,2008,0,0,28
7511,966079,Mississippi,248557,2008,0,1,28
7512,1031044,Mississippi,230551,2008,0,2,28
7513,1335076,Mississippi,392251,2008,1,0,28
7514,628453,Mississippi,202542,2008,1,1,28
7515,706623,Mississippi,189710,2008,1,2,28
7522,693045,Mississippi,96242,2008,4,0,28
7523,4265189,Missouri,711271,2008,0,0,29
7524,2091326,Missouri,377109,2008,0,1,29
7525,2173863,Missouri,334161,2008,0,2,29
7526,2967205,Missouri,615965,2008,1,0,29
7527,1428990,Missouri,327388,2008,1,1,29
7528,1538215,Missouri,288577,2008,1,2,29
7535,1358545,Missouri,107196,2008,4,0,29
7536,647810,Montana,166021,2008,0,0,30
7537,320814,Montana,90720,2008,0,1,30
7538,326995,Montana,75301,2008,0,2,30
7539,458689,Montana,137614,2008,1,0,30
7540,224022,Montana,75973,2008,1,1,30
7541,234667,Montana,61641,2008,1,2,30
7548,197427,Montana,31891,2008,4,0,30
7549,1320593,Nebraska,184040,2008,0,0,31
7550,659719,Nebraska,101923,2008,0,1,31
7551,660874,Nebraska,82117,2008,0,2,31
7552,910020,Nebraska,155395,2008,1,0,31
7553,450678,Nebraska,86264,2008,1,1,31
7554,459341,Nebraska,69131,2008,1,2,31
7561,429446,Nebraska,32359,2008,4,0,31
7562,1747694,Nevada,529094,2008,0,0,32
7563,879564,Nevada,284939,2008,0,1,32
7564,868130,Nevada,244155,2008,0,2,32
7565,1215582,Nevada,402785,2008,1,0,32
7566,604008,Nevada,222260,2008,1,1,32
7567,611574,Nevada,180524,2008,1,2,32
7574,553674,Nevada,136794,2008,4,0,32
7575,980663,New Hampshire,134877,2008,0,0,33
7576,486298,New Hampshire,73373,2008,0,1,33
7577,494365,New Hampshire,61505,2008,0,2,33
7578,707081,New Hampshire,120401,2008,1,0,33
7579,346321,New Hampshire,65900,2008,1,1,33
7580,360760,New Hampshire,54501,2008,1,2,33
7587,286780,New Hampshire,16515,2008,4,0,33
7588,6397129,New Jersey,1017136,2008,0,0,34
7589,3130607,New Jersey,563567,2008,0,1,34
7590,3266522,New Jersey,453569,2008,0,2,34
7591,4504119,New Jersey,879743,2008,1,0,34
7592,2162255,New Jersey,491452,2008,1,1,34
7593,2341864,New Jersey,388291,2008,1,2,34
7600,1991719,New Jersey,153700,2008,4,0,34
